"Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","Geocode Status","Longitude","Address","Latitude"
"Quam Vel Sapien PC vxMJAAY  MOL Standard Maintenance","006i0000001vxMJAAY",7,"","03/26/2015","Closed Lost","","","Maintenance","Quam Vel Sapien PC","",688.8,"","","","","03/22/2015 00:00","","","","","",-98.495479,"",29.409953
"Quam Vel Sapien PC vxd9AAA  MOL Premium Software","006i0000001vxd9AAA",3,"","04/29/2015","Closed Won","","","Software","Quam Vel Sapien PC","",3312,"","","","","04/26/2015 00:00","","","","","",-98.495479,"",29.409953
"Quam Vel Sapien PC vxeGAAQ  MOL Mobile Software","006i0000001vxeGAAQ",35,"","05/06/2015","Closed Lost","","","Software","Quam Vel Sapien PC","",24570,"","","","","04/28/2015 00:00","","","","","",-98.495479,"",29.409953
"Magna Nec Quam LLC vtIJAAY  MOL Standard Software","006i0000001vtIJAAY",21,"","07/14/2011","Closed Won","","","Software","Magna Nec Quam LLC","",12600,"","","","","07/16/2011 00:00","","","","","",-72.287,"",42.932228
"Magna Nec Quam LLC vtb0AAA  MOL Standard Services","006i0000001vtb0AAA",3,"","04/14/2012","Closed Won","","","Services","Magna Nec Quam LLC","",1953,"","","","","04/13/2012 00:00","","","","","",-72.287,"",42.932228
"Magna Nec Quam LLC vtfFAAQ  MOL Standard Maintenance","006i0000001vtfFAAQ",19,"","05/27/2012","Closed Lost","","","Maintenance","Magna Nec Quam LLC","",1892.4,"","","","","05/26/2012 00:00","","","","","",-72.287,"",42.932228
"Magna Nec Quam LLC vtfGAAQ  MOL Standard Software","006i0000001vtfGAAQ",5,"","05/31/2012","Closed Won","","","Software","Magna Nec Quam LLC","",3440,"","","","","05/26/2012 00:00","","","","","",-72.287,"",42.932228
"Magna Nec Quam LLC vuOGAAY  MOL Standard Maintenance","006i0000001vuOGAAY",17,"","05/12/2013","Closed Won","","","Maintenance","Magna Nec Quam LLC","",1754.4,"","","","","05/04/2013 00:00","","","","","",-72.287,"",42.932228
"Magna Nec Quam LLC vubGAAQ  MOL Standard Software","006i0000001vubGAAQ",8,"","07/09/2013","Closed Lost","","","Software","Magna Nec Quam LLC","",5760,"","","","","07/08/2013 00:00","","","","","",-72.287,"",42.932228
"Magna Nec Quam LLC vve6AAA  MOL Standard Software","006i0000001vve6AAA",2,"","04/22/2014","Closed Won","","","Software","Magna Nec Quam LLC","",1280,"","","","","04/20/2014 00:00","","","","","",-72.287,"",42.932228
"Magna Nec Quam LLC vw9pAAA  MOL Standard Maintenance","006i0000001vw9pAAA",2,"","08/14/2014","Closed Won","","","Maintenance","Magna Nec Quam LLC","",175.2,"","","","","08/13/2014 00:00","","","","","",-72.287,"",42.932228
"Magna Nec Quam LLC vxeHAAQ  MOL Standard Software","006i0000001vxeHAAQ",112,"","05/02/2015","Closed Won","","","Software","Magna Nec Quam LLC","",102144,"","","","","04/28/2015 00:00","","","","","",-72.287,"",42.932228
"Nec Corp. vw5aAAA  MOL Standard Services","006i0000001vw5aAAA",1,"","07/26/2014","Closed Won","","","Services","Nec Corp.","",665,"","","","","07/28/2014 00:00","","","","","",-117.211195,"",32.740155
"Nec Corp. vwfSAAQ  MOL Standard Software","006i0000001vwfSAAQ",8,"","11/21/2014","Closed Won","","","Software","Nec Corp.","",4992,"","","","","11/18/2014 00:00","","","","","",-117.211195,"",32.740155
"Nec Corp. vx2TAAQ  MOL Standard Software","006i0000001vx2TAAQ",1,"","01/23/2015","Closed Won","","","Software","Nec Corp.","",736,"","","","","01/23/2015 00:00","","","","","",-117.211195,"",32.740155
"Nec Corp. vxEXAAY  MOL Standard Software","006i0000001vxEXAAY",24,"","02/28/2015","Closed Won","","","Software","Nec Corp.","",14208,"","","","","02/28/2015 00:00","","","","","",-117.211195,"",32.740155
"Vehicula Pellentesque Ltd vtc6AAA  MOL Mobile Software","006i0000001vtc6AAA",9,"","04/21/2012","Closed Won","","","Software","Vehicula Pellentesque Ltd","",8100,"","","","","04/23/2012 00:00","","","","","",-75.566892,"",38.940135
"Vehicula Pellentesque Ltd vuN0AAI  MOL Standard Maintenance","006i0000001vuN0AAI",7,"","04/27/2013","Closed Won","","","Maintenance","Vehicula Pellentesque Ltd","",739.2,"","","","","04/25/2013 00:00","","","","","",-75.566892,"",38.940135
"Vehicula Pellentesque Ltd vuNUAAY  MOL Standard Software","006i0000001vuNUAAY",23,"","05/06/2013","Closed Won","","","Maintenance","Vehicula Pellentesque Ltd","",2449.5,"","","","","04/29/2013 00:00","","","","","",-75.566892,"",38.940135
"Vehicula Pellentesque Ltd vvRdAAI  MOL Standard Maintenance","006i0000001vvRdAAI",14,"","03/20/2014","Closed Won","","","Maintenance","Vehicula Pellentesque Ltd","",1612.8,"","","","","03/12/2014 00:00","","","","","",-75.566892,"",38.940135
"Vehicula Pellentesque Ltd vvcbAAA  MOL Standard Software","006i0000001vvcbAAA",9,"","04/21/2014","Closed Won","","","Software","Vehicula Pellentesque Ltd","",6624,"","","","","04/13/2014 00:00","","","","","",-75.566892,"",38.940135
"Vehicula Pellentesque Ltd vwjRAAQ  MOL Premium Software","006i0000001vwjRAAQ",44,"","12/06/2014","Closed Won","","","Software","Vehicula Pellentesque Ltd","",38016,"","","","","12/01/2014 00:00","","","","","",-75.566892,"",38.940135
"Vehicula Pellentesque Ltd vxTzAAI  MOL Standard Software","006i0000001vxTzAAI",10,"","04/06/2015","Closed Won","","","Software","Vehicula Pellentesque Ltd","",6800,"","","","","04/03/2015 00:00","","","","","",-75.566892,"",38.940135
"Vehicula Pellentesque Ltd vxePAAQ  MOL Mobile Maintenance","006i0000001vxePAAQ",600,"","05/04/2015","Closed Lost","","","Maintenance","Vehicula Pellentesque Ltd","",61200,"","","","","04/28/2015 00:00","","","","","",-75.566892,"",38.940135
"Velit In Aliquet Industries vxepAAA  MOL Mobile Software","006i0000001vxepAAA",15,"","04/26/2015","Closed Won","","","Services","Velit In Aliquet Industries","",8190,"","","","","04/28/2015 00:00","","","","","",-122.33978,"",47.608213
"Sodales Corp. vxF0AAI  MOL Standard Software","006i0000001vxF0AAI",2,"","02/26/2015","Closed Lost","","","Software","Sodales Corp.","",1216,"","","","","02/28/2015 00:00","","","","","",-122.351972,"",45.578277
"Auctor Quis Limited vvg7AAA  MOL Premium Software","006i0000001vvg7AAA",4,"","04/26/2015","Closed Won","","","Services","Auctor Quis Limited","",3000,"","","","","04/29/2014 00:00","","","","","",-122.345602,"",47.698077
"Auctor Quis Limited vxeUAAQ  MOL Premium Software","006i0000001vxeUAAQ",4,"","04/26/2015","Closed Won","","","Software","Auctor Quis Limited","",3744,"","","","","04/28/2015 00:00","","","","","",-122.345602,"",47.698077
"Nibh Lacinia Orci Corp. vuNgAAI  MOL Standard Software","006i0000001vuNgAAI",15,"","04/28/2013","Closed Won","","","Software","Nibh Lacinia Orci Corp.","",11040,"","","","","04/30/2013 00:00","","","","","",-86.448014,"",43.952196
"Nibh Lacinia Orci Corp. vvhbAAA  MOL Standard Software","006i0000001vvhbAAA",1,"","05/05/2014","Closed Lost","","","Software","Nibh Lacinia Orci Corp.","",560,"","","","","05/03/2014 00:00","","","","","",-86.448014,"",43.952196
"Nibh Lacinia Orci Corp. vxetAAA  MOL Standard Software","006i0000001vxetAAA",22,"","05/04/2015","Closed Lost","","","Software","Nibh Lacinia Orci Corp.","",12672,"","","","","04/29/2015 00:00","","","","","",-86.448014,"",43.952196
"Libero Integer Consulting vudWAAQ  MOL Mobile Maintenance","006i0000001vudWAAQ",9,"","07/27/2013","Closed Lost","","","Maintenance","Libero Integer Consulting","",1015.2,"","","","","07/29/2013 00:00","","","","","",-87.377983,"",44.835523
"Libero Integer Consulting vudXAAQ  MOL Mobile Software","006i0000001vudXAAQ",14,"","07/27/2013","Closed Won","","","Software","Libero Integer Consulting","",9198,"","","","","07/29/2013 00:00","","","","","",-87.377983,"",44.835523
"Libero Integer Consulting vvszAAA  MOL Standard Software","006i0000001vvszAAA",50,"","06/17/2014","Closed Won","","","Software","Libero Integer Consulting","",28800,"","","","","06/16/2014 00:00","","","","","",-87.377983,"",44.835523
"Libero Integer Consulting vw60AAA  MOL Standard Software","006i0000001vw60AAA",16,"","07/31/2014","Closed Won","","","Software","Libero Integer Consulting","",11264,"","","","","07/29/2014 00:00","","","","","",-87.377983,"",44.835523
"Libero Integer Consulting vxEfAAI  MOL Standard Software","006i0000001vxEfAAI",6,"","03/03/2015","Closed Won","","","Software","Libero Integer Consulting","",4224,"","","","","02/28/2015 00:00","","","","","",-87.377983,"",44.835523
"Nunc Sed Pede Corp. vuIMAAY  MOL Standard Maintenance","006i0000001vuIMAAY",50,"","03/28/2013","Closed Won","","","Maintenance","Nunc Sed Pede Corp.","",4860,"","","","","03/30/2013 00:00","","","","","",-83.675286,"",42.083941
"Nunc Sed Pede Corp. vvXGAAY  MOL Standard Maintenance","006i0000001vvXGAAY",13,"","04/04/2014","Closed Lost","","","Maintenance","Nunc Sed Pede Corp.","",1107.6,"","","","","03/30/2014 00:00","","","","","",-83.675286,"",42.083941
"Nunc Sed Pede Corp. vxeXAAQ  MOL Standard Software","006i0000001vxeXAAQ",2,"","05/03/2015","Closed Won","","","Software","Nunc Sed Pede Corp.","",1408,"","","","","04/28/2015 00:00","","","","","",-83.675286,"",42.083941
"Imperdiet PC vvJIAAY  MOL Standard Software","006i0000001vvJIAAY",180,"","01/01/2015","Closed Lost","","","Software","Imperdiet PC","",102240,"","","","","01/29/2014 00:00","","","","","",-123.645411,"",42.170824
"Imperdiet PC vwxkAAA  MOL Standard Maintenance","006i0000001vwxkAAA",6,"","01/01/2015","Closed Won","","","Maintenance","Imperdiet PC","",669.6,"","","","","01/03/2015 00:00","","","","","",-123.645411,"",42.170824
"Imperdiet PC vwXwAAI  MOL Premium Software","006i0000001vwXwAAI",14,"","01/01/2015","Closed Won","","","Software","Imperdiet PC","",11088,"","","","","10/25/2014 00:00","","","","","",-123.645411,"",42.170824
"Imperdiet PC vxEkAAI  MOL Standard Software","006i0000001vxEkAAI",90,"","02/28/2015","Closed Won","","","Software","Imperdiet PC","",62640,"","","","","02/28/2015 00:00","","","","","",-123.645411,"",42.170824
"Imperdiet PC vxebAAA  MOL Standard Software","006i0000001vxebAAA",86,"","05/06/2015","Closed Lost","","","Software","Imperdiet PC","",55040,"","","","","04/28/2015 00:00","","","","","",-123.645411,"",42.170824
"Vel Quam PC vwfBAAQ  MOL Standard Software","006i0000001vwfBAAQ",34,"","11/15/2014","Closed Won","","","Software","Vel Quam PC","",19040,"","","","","11/17/2014 00:00","","","","","",-122.924927,"",39.035579
"Vel Quam PC vx6KAAQ  MOL Standard Software","006i0000001vx6KAAQ",1,"","02/05/2015","Closed Won","","","Software","Vel Quam PC","",784,"","","","","02/01/2015 00:00","","","","","",-122.924927,"",39.035579
"Vel Quam PC vxeeAAA  MOL Premium Software","006i0000001vxeeAAA",3,"","04/30/2015","Closed Won","","","Software","Vel Quam PC","",3096,"","","","","04/28/2015 00:00","","","","","",-122.924927,"",39.035579
"Sem Magna Nec Corp. vvPaAAI  MOL Standard Software","006i0000001vvPaAAI",2,"","02/27/2014","Closed Won","","","Software","Sem Magna Nec Corp.","",1248,"","","","","03/01/2014 00:00","","","","","",-107.879948,"",37.274821
"Sem Magna Nec Corp. vxEtAAI  MOL Standard Maintenance","006i0000001vxEtAAI",69,"","03/06/2015","Closed Lost","","","Maintenance","Sem Magna Nec Corp.","",6872.4,"","","","","02/28/2015 00:00","","","","","",-107.879948,"",37.274821
"Ante Dictum Cursus Inc. vy6BAAQ  MOL Standard Maintenance","006i0000001vy6BAAQ",202,"","08/18/2014","Closed Won","","","Maintenance","Ante Dictum Cursus Inc.","",19149.6,"","","","","08/20/2014 00:00","","","","","",-117.484431,"",33.895625
"Ante Dictum Cursus Inc. vwg6AAA  MOL Standard Maintenance","006i0000001vwg6AAA",37,"","11/29/2014","Closed Won","","","Maintenance","Ante Dictum Cursus Inc.","",3596.4,"","","","","11/21/2014 00:00","","","","","",-117.484431,"",33.895625
"Ante Dictum Cursus Inc. vxEvAAI  MOL Standard Software","006i0000001vxEvAAI",5,"","02/28/2015","Closed Won","","","Software","Ante Dictum Cursus Inc.","",3120,"","","","","02/28/2015 00:00","","","","","",-117.484431,"",33.895625
"Lorem Eu PC vxemAAA  MOL Standard Services","006i0000001vxemAAA",4,"","04/26/2015","Closed Won","","","Services","Lorem Eu PC","",2044,"","","","","04/28/2015 00:00","","","","","",-122.355047,"",47.682653
"Et Malesuada Corporation vtFzAAI  MOL Standard Software","006i0000001vtFzAAI",22,"","06/17/2011","Closed Won","","","Software","Et Malesuada Corporation","",16896,"","","","","06/19/2011 00:00","","","","","",-78.597468,"",39.075071
"Et Malesuada Corporation vtGEAAY  MOL Standard Software","006i0000001vtGEAAY",13,"","06/27/2011","Closed Won","","","Software","Et Malesuada Corporation","",9048,"","","","","06/20/2011 00:00","","","","","",-78.597468,"",39.075071
"Et Malesuada Corporation vtfKAAQ  MOL Standard Software","006i0000001vtfKAAQ",11,"","06/04/2012","Closed Won","","","Software","Et Malesuada Corporation","",6864,"","","","","05/27/2012 00:00","","","","","",-78.597468,"",39.075071
"Et Malesuada Corporation vuVVAAY  MOL Standard Software","006i0000001vuVVAAY",25,"","06/24/2013","Closed Won","","","Software","Et Malesuada Corporation","",15400,"","","","","06/17/2013 00:00","","","","","",-78.597468,"",39.075071
"Et Malesuada Corporation vvmdAAA  MOL Standard Software","006i0000001vvmdAAA",11,"","05/26/2014","Closed Won","","","Software","Et Malesuada Corporation","",8536,"","","","","05/25/2014 00:00","","","","","",-78.597468,"",39.075071
"Et Malesuada Corporation vwzFAAQ  MOL Standard Software","006i0000001vwzFAAQ",115,"","01/12/2015","Closed Won","","","Software","Et Malesuada Corporation","",76360,"","","","","01/09/2015 00:00","","","","","",-78.597468,"",39.075071
"Et Malesuada Corporation vxa1AAA  MOL Premium Software","006i0000001vxa1AAA",1,"","04/22/2015","Closed Won","","","Software","Et Malesuada Corporation","",1188,"","","","","04/19/2015 00:00","","","","","",-78.597468,"",39.075071
"Et Malesuada Corporation vxf3AAA  MOL Mobile Software","006i0000001vxf3AAA",10,"","05/01/2015","Closed Won","","","Software","Et Malesuada Corporation","",7560,"","","","","04/30/2015 00:00","","","","","",-78.597468,"",39.075071
"Et Malesuada Corporation vxfnAAA  MOL Standard Services","006i0000001vxfnAAA",15,"","05/04/2015","Closed Won","","","Services","Et Malesuada Corporation","",10395,"","","","","05/02/2015 00:00","","","","","",-78.597468,"",39.075071
"Sed Inc. vxFcAAI  MOL Standard Software","006i0000001vxFcAAI",2,"","02/28/2015","Closed Lost","","","Software","Sed Inc.","",1344,"","","","","03/02/2015 00:00","","","","","",-120.659626,"",47.59618
"Volutpat Ornare Associates vtRuAAI  MOL Standard Services","006i0000001vtRuAAI",39,"","12/23/2011","Closed Won","","","Services","Volutpat Ornare Associates","",26754,"","","","","12/25/2011 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vttYAAQ  MOL Standard Maintenance","006i0000001vttYAAQ",16,"","10/06/2012","Closed Lost","","","Maintenance","Volutpat Ornare Associates","",1651.2,"","","","","09/29/2012 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vtz2AAA  MOL Standard Software","006i0000001vtz2AAA",3,"","11/23/2012","Closed Won","","","Software","Volutpat Ornare Associates","",2280,"","","","","11/17/2012 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vu0CAAQ  MOL Standard Software","006i0000001vu0CAAQ",9,"","12/01/2012","Closed Won","","","Software","Volutpat Ornare Associates","",6408,"","","","","11/28/2012 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vu4PAAQ  MOL Standard Software","006i0000001vu4PAAQ",39,"","01/02/2013","Closed Lost","","","Software","Volutpat Ornare Associates","",24336,"","","","","12/29/2012 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vuE8AAI  MOL Standard Services","006i0000001vuE8AAI",8,"","03/17/2013","Closed Won","","","Services","Volutpat Ornare Associates","",5208,"","","","","03/12/2013 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vuqKAAQ  MOL Standard Software","006i0000001vuqKAAQ",21,"","10/01/2013","Closed Lost","","","Software","Volutpat Ornare Associates","",12600,"","","","","09/29/2013 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vvAVAAY  MOL Standard Software","006i0000001vvAVAAY",13,"","12/29/2013","Closed Lost","","","Software","Volutpat Ornare Associates","",10088,"","","","","12/29/2013 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vv9yAAA  MOL Standard Maintenance","006i0000001vv9yAAA",33,"","12/30/2013","Closed Lost","","","Maintenance","Volutpat Ornare Associates","",3405.6,"","","","","12/28/2013 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vv9nAAA  MOL Premium Software","006i0000001vv9nAAA",72,"","12/31/2013","Closed Lost","","","Software","Volutpat Ornare Associates","",81216,"","","","","12/26/2013 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vvRUAAY  MOL Standard Software","006i0000001vvRUAAY",30,"","03/16/2014","Closed Won","","","Software","Volutpat Ornare Associates","",23760,"","","","","03/12/2014 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vwsMAAQ  MOL Standard Maintenance","006i0000001vwsMAAQ",81,"","01/02/2015","Closed Won","","","Software","Volutpat Ornare Associates","",89424,"","","","","12/27/2014 00:00","","","","","",-80.318954,"",40.759103
"Volutpat Ornare Associates vxG4AAI  MOL Standard Software","006i0000001vxG4AAI",17,"","03/12/2015","Closed Won","","","Software","Volutpat Ornare Associates","",13192,"","","","","03/07/2015 00:00","","","","","",-80.318954,"",40.759103
"Finch Lab vxG6AAI  MOL Standard Maintenance","006i0000001vxG6AAI",9,"","03/10/2015","Closed Won","","","Maintenance","Finch Lab","",788.4,"","","","","03/07/2015 00:00","","","","","",-119.274354,"",46.274938
"IWS Technology vtFJAAY  MOL Standard Software","006i0000001vtFJAAY",5,"","06/15/2011","Closed Won","","","Software","IWS Technology","",3400,"","","","","06/11/2011 00:00","","","","","",-98.071675,"",29.930892
"IWS Technology vtaeAAA  MOL Standard Software","006i0000001vtaeAAA",80,"","04/08/2012","Closed Won","","","Software","IWS Technology","",56320,"","","","","04/08/2012 00:00","","","","","",-98.071675,"",29.930892
