"...1","Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","Geocode Status","Longitude","Address","Latitude"
NA,"Ac Turpis Egestas Limited vxaeAAA  MOL Standard Software","006i0000001vxaeAAA",161,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,115920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxXjAAI  MOL Standard Services","006i0000001vxXjAAI",5,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,2590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxbFAAQ  MOL Standard Software","006i0000001vxbFAAQ",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxa4AAA  MOL Mobile Maintenance","006i0000001vxa4AAA",2,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,172.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxe0AAA  MOL Standard Software","006i0000001vxe0AAA",72,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,57024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Ac Turpis Egestas Limited vxkXAAQ  MOL Premium Maintenance","006i0000001vxkXAAQ",54,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,5913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.472287,NA,42.55571
NA,"Posuere Cubilia Curae; Consulting vwhqAAA  MOL Standard Services","006i0000001vwhqAAA",8,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,4312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.50156,NA,38.580321
NA,"Posuere Cubilia Curae; Consulting vxKmAAI  MOL Standard Software","006i0000001vxKmAAI",17,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.50156,NA,38.580321
NA,"Fringilla Porttitor Vulputate Company vxkzAAA  MOL Standard Software","006i0000001vxkzAAA",3,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.371573,NA,47.662692
NA,"Mus Institute vxKsAAI  MOL Standard Services","006i0000001vxKsAAI",552,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,305256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.098123,NA,44.804748
NA,"Elit Curabitur PC vteVAAQ  MOL Standard Software","006i0000001vteVAAQ",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vuOwAAI  MOL Standard Software","006i0000001vuOwAAI",5,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,3960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vvfqAAA  MOL Mobile Software","006i0000001vvfqAAA",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vvkfAAA  MOL Standard Software","006i0000001vvkfAAA",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vwBsAAI  MOL Standard Software","006i0000001vwBsAAI",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vwOkAAI  MOL Premium Services","006i0000001vwOkAAI",20,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,18400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vwOlAAI  MOL Premium Software","006i0000001vwOlAAI",17,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,17136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vwVvAAI  MOL Standard Software","006i0000001vwVvAAI",127,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,72136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vwOkAAIX  MOL Premium Services","006i0000001vwOkAAIX",50,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,46000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vwOkAAIY  MOL Premium Services","006i0000001vwOkAAIY",78,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,71760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vwkkAAA  MOL Premium Maintenance","006i0000001vwkkAAA",19,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,2308.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vxB8AAI  MOL Standard Software","006i0000001vxB8AAI",3,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,320.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Elit Curabitur PC vxl5AAA  MOL Standard Software","006i0000001vxl5AAA",99,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,60984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.070696,NA,38.370734
NA,"Erat LLC vxLwAAI  MOL Mobile Maintenance","006i0000001vxLwAAI",3,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,356.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.140739,NA,44.073005
NA,"Ut Cursus Company vxLZAAY  MOL Standard Software","006i0000001vxLZAAY",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.084764,NA,44.050707
NA,"Stay Puft Corporation vww5AAA  MOL Standard Software","006i0000001vww5AAA",8,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.039794,NA,44.08291
NA,"Stay Puft Corporation vy6vAAA  MOL Standard Software","006i0000001vy6vAAA",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.039794,NA,44.08291
NA,"Aliquam Enim Nec Limited vtaPAAQ  MOL Standard Software","006i0000001vtaPAAQ",126,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,95760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vterAAA  MOL Standard Services","006i0000001vterAAA",19,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,10374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vtklAAA  MOL Standard Software","006i0000001vtklAAA",13,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,9048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vu7lAAA  MOL Standard Software","006i0000001vu7lAAA",4,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,2784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vuKWAAY  MOL Standard Software","006i0000001vuKWAAY",72,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,76032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vuRmAAI  MOL Standard Services","006i0000001vuRmAAI",12,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,6048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vuizAAA  MOL Mobile Software","006i0000001vuizAAA",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vvG4AAI  MOL Standard Software","006i0000001vvG4AAI",43,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,31992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vvH8AAI  MOL Standard Software","006i0000001vvH8AAI",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vvlAAAQ  MOL Standard Services","006i0000001vvlAAAQ",115,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,60375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vwDZAAY  MOL Standard Software","006i0000001vwDZAAY",46,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,36064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vwDYAAY  MOL Standard Software","006i0000001vwDYAAY",2,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vwE9AAI  MOL Standard Software","006i0000001vwE9AAI",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vwqLAAQ  MOL Standard Software","006i0000001vwqLAAQ",5,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,3920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Aliquam Enim Nec Limited vxLkAAI  MOL Premium Maintenance","006i0000001vxLkAAI",13,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.596051,NA,38.361847
NA,"Sample Company vtCTAAY  MOL Standard Software","006i0000001vtCTAAY",9,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,6192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vtFyAAI  MOL Standard Software","006i0000001vtFyAAI",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,3040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vtSyAAI  MOL Standard Services","006i0000001vtSyAAI",1213,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,611352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vticAAA  MOL Standard Software","006i0000001vticAAA",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,5840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vuP4AAI  MOL Standard Software","006i0000001vuP4AAI",9,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,4644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vuUyAAI  MOL Standard Services","006i0000001vuUyAAI",3,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vvTlAAI  MOL Standard Software","006i0000001vvTlAAI",11,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vvyHAAQ  MOL Standard Maintenance","006i0000001vvyHAAQ",2,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,211.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vwi9AAA  MOL Standard Software","006i0000001vwi9AAA",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vxH8AAI  MOL Mobile Maintenance","006i0000001vxH8AAI",2,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,225.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vxJvAAI  MOL Standard Maintenance","006i0000001vxJvAAI",22,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,2032.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vxNVAAY  MOL Standard Software","006i0000001vxNVAAY",17,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Sample Company vxlvAAA  MOL Standard Software","006i0000001vxlvAAA",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.488517,NA,44.695876
NA,"Dictum Placerat Augue LLP vtSrAAI  MOL Standard Services","006i0000001vtSrAAI",8,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,4368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.055655,NA,41.063815
NA,"Dictum Placerat Augue LLP vtZjAAI  MOL Standard Software","006i0000001vtZjAAI",126,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,99792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.055655,NA,41.063815
NA,"Dictum Placerat Augue LLP vu2pAAA  MOL Standard Software","006i0000001vu2pAAA",21,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.055655,NA,41.063815
NA,"Dictum Placerat Augue LLP vuyYAAQ  MOL Standard Software","006i0000001vuyYAAQ",9,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,5904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.055655,NA,41.063815
NA,"Dictum Placerat Augue LLP vwdvAAA  MOL Mobile Software","006i0000001vwdvAAA",7,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,4851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.055655,NA,41.063815
NA,"Dictum Placerat Augue LLP vxlYAAQ  MOL Premium Services","006i0000001vxlYAAQ",17,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,15300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.055655,NA,41.063815
NA,"Urna PC vt9wAAA  MOL Standard Software","006i0000001vt9wAAA",102,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,62016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vtIHAAY  MOL Standard Software","006i0000001vtIHAAY",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vtcAAAQ  MOL Standard Software","006i0000001vtcAAAQ",131,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,99560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vtoGAAQ  MOL Standard Software","006i0000001vtoGAAQ",15,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vu7cAAA  MOL Standard Services","006i0000001vu7cAAA",10,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,5810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vujHAAQ  MOL Standard Software","006i0000001vujHAAQ",19,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,12160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vvGvAAI  MOL Standard Software","006i0000001vvGvAAI",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vvIGAAY  MOL Standard Software","006i0000001vvIGAAY",168,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,104832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vwthAAA  MOL Standard Services","006i0000001vwthAAA",12,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,7980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vwtgAAA  MOL Premium Services","006i0000001vwtgAAA",12,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,10680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vx3jAAA  MOL Standard Software","006i0000001vx3jAAA",12,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,8256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Urna PC vxMCAAY  MOL Standard Services","006i0000001vxMCAAY",5,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.540435,NA,25.485588
NA,"Et Arcu LLC vxMDAAY  MOL Mobile Maintenance","006i0000001vxMDAAY",13,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,1294.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.365436,NA,47.660401
NA,"Eget Metus Eu Industries vwCiAAI  MOL Premium Services","006i0000001vwCiAAI",32,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,29760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.143148,NA,33.482061
NA,"Eget Metus Eu Industries vwuHAAQ  MOL Standard Software","006i0000001vwuHAAQ",11,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,7744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.143148,NA,33.482061
NA,"Eget Metus Eu Industries vxLFAAY  MOL Standard Services","006i0000001vxLFAAY",43,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,27993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.143148,NA,33.482061
NA,"Eget Metus Eu Industries vxXsAAI  MOL Standard Software","006i0000001vxXsAAI",22,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,9504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.143148,NA,33.482061
NA,"Eget Metus Eu Industries vxm3AAA  MOL Standard Services","006i0000001vxm3AAA",17,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,9877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.143148,NA,33.482061
NA,"Pede Suspendisse Dui Institute vthiAAA  MOL Standard Software","006i0000001vthiAAA",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.250915,NA,36.097531
NA,"Pede Suspendisse Dui Institute vuVkAAI  MOL Standard Services","006i0000001vuVkAAI",12,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,6216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.250915,NA,36.097531
NA,"Pede Suspendisse Dui Institute vvlLAAQ  MOL Standard Software","006i0000001vvlLAAQ",125,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.250915,NA,36.097531
NA,"Pede Suspendisse Dui Institute vxm8AAA  MOL Standard Software","006i0000001vxm8AAA",74,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,47360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.250915,NA,36.097531
NA,"Cras Industries vtrUAAQ  MOL Standard Software","006i0000001vtrUAAQ",3,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vuiXAAQ  MOL Standard Software","006i0000001vuiXAAQ",13,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,10296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vv1XAAQ  MOL Standard Software","006i0000001vv1XAAQ",8,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,5120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vv5EAAQ  MOL Standard Services","006i0000001vv5EAAQ",4,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vvCHAAY  MOL Standard Software","006i0000001vvCHAAY",316,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,179488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vwGbAAI  MOL Premium Maintenance","006i0000001vwGbAAI",4,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vwXpAAI  MOL Standard Maintenance","006i0000001vwXpAAI",8,NA,NA,"Closed Won",NA,NA,"Maintenance",NA,NA,873.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vwfXAAQ  MOL Standard Software","006i0000001vwfXAAQ",1,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vwhZAAQ  MOL Standard Software","006i0000001vwhZAAQ",42,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,25536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vwlnAAA  MOL Standard Software","006i0000001vwlnAAA",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vxBzAAI  MOL Standard Software","006i0000001vxBzAAI",16,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vxFpAAI  MOL Standard Software","006i0000001vxFpAAI",15,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Cras Industries vxmAAAQ  MOL Standard Services","006i0000001vxmAAAQ",3,NA,NA,"Closed Lost",NA,NA,"Services",NA,NA,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.253641,NA,26.253524
NA,"Ut Molestie Consulting vwPkAAI  MOL Premium Services","006i0000001vwPkAAI",10,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,8100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.702696,NA,36.555292
NA,"Ut Molestie Consulting vwKgAAI  MOL Standard Services","006i0000001vwKgAAI",20,NA,NA,"Closed Won",NA,NA,"Services",NA,NA,10640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.702696,NA,36.555292
NA,"Ut Molestie Consulting vus5AAA  MOL Standard Software","006i0000001vus5AAA",57,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,34656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.702696,NA,36.555292
NA,"Ut Molestie Consulting vvTDAAY  MOL Standard Software","006i0000001vvTDAAY",4,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,2624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.702696,NA,36.555292
NA,"Ut Molestie Consulting vxGKAAY  MOL Standard Software","006i0000001vxGKAAY",18,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,11808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.702696,NA,36.555292
NA,"Ut Molestie Consulting vxmCAAQ  MOL Mobile Software","006i0000001vxmCAAQ",18,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,13932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.702696,NA,36.555292
NA,"Donec Inc. vusrAAA  MOL Standard Software","006i0000001vusrAAA",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.678618,NA,41.54333
NA,"Donec Inc. vutzAAA  MOL Standard Maintenance","006i0000001vutzAAA",1,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,93.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.678618,NA,41.54333
NA,"Donec Inc. vvI9AAI  MOL Standard Maintenance","006i0000001vvI9AAI",100,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,9240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.678618,NA,41.54333
NA,"Donec Inc. vwFMAAY  MOL Standard Software","006i0000001vwFMAAY",9,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,6120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.678618,NA,41.54333
NA,"Donec Inc. vwSuAAI  MOL Standard Software","006i0000001vwSuAAI",1,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.678618,NA,41.54333
NA,"Donec Inc. vwUPAAY  MOL Standard Software","006i0000001vwUPAAY",10,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.678618,NA,41.54333
NA,"Donec Inc. vxMVAAY  MOL Premium Maintenance","006i0000001vxMVAAY",50,NA,NA,"Closed Lost",NA,NA,"Maintenance",NA,NA,6375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.678618,NA,41.54333
NA,"Eu Sem LLC vuQjAAI  MOL Standard Software","006i0000001vuQjAAI",9,NA,NA,"Closed Won",NA,NA,"Software",NA,NA,6192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.680293,NA,46.501686
NA,"Eu Sem LLC vvChAAI  MOL Standard Software","006i0000001vvChAAI",95,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,63840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.680293,NA,46.501686
NA,"Eu Sem LLC vvCgAAI  MOL Standard Software","006i0000001vvCgAAI",13,NA,NA,"Closed Lost",NA,NA,"Software",NA,NA,10192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.680293,NA,46.501686
